Facility ID,State,HCAHPS Answer Description,Readmission national comparison,Effectiveness of care national comparison
340064,NC,"Staff ""usually"" explained possible side effects",Same as the national average,Same as the national average
340064,NC,"No, staff ""did not"" give patients this information",Same as the national average,Same as the national average
340064,NC,"Yes, staff ""did"" give patients this information",Same as the national average,Same as the national average
340064,NC,Discharge information - linear mean score,Same as the national average,Same as the national average
340064,NC,Discharge information - star rating,Same as the national average,Same as the national average
340064,NC,"No, staff ""did not"" give patients information about help after discharge",Same as the national average,Same as the national average
340064,NC,"Yes, staff ""did"" give patients information about help after discharge",Same as the national average,Same as the national average
340064,NC,"No, staff ""did not"" give patients information about possible symptoms",Same as the national average,Same as the national average
340064,NC,"Yes, staff ""did"" give patients information about possible symptoms",Same as the national average,Same as the national average
340064,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Same as the national average,Same as the national average
340064,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Same as the national average,Same as the national average
340064,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Same as the national average,Same as the national average
340064,NC,Care transition - linear mean score,Same as the national average,Same as the national average
340064,NC,Care transition - star rating,Same as the national average,Same as the national average
340064,NC,"Patients who ""Agree"" that staff took their preferences into account",Same as the national average,Same as the national average
340064,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Same as the national average,Same as the national average
340064,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Same as the national average,Same as the national average
340064,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Same as the national average,Same as the national average
340064,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Same as the national average,Same as the national average
340064,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Same as the national average,Same as the national average
340064,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Same as the national average,Same as the national average
340064,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Same as the national average,Same as the national average
340064,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Same as the national average,Same as the national average
340064,NC,"Room was ""always"" clean",Same as the national average,Same as the national average
340064,NC,"Room was ""sometimes"" or ""never"" clean",Same as the national average,Same as the national average
340064,NC,"Room was ""usually"" clean",Same as the national average,Same as the national average
340064,NC,Cleanliness - linear mean score,Same as the national average,Same as the national average
340064,NC,Cleanliness - star rating,Same as the national average,Same as the national average
340064,NC,Always quiet at night,Same as the national average,Same as the national average
340064,NC,"Sometimes or ""never"" quiet at night",Same as the national average,Same as the national average
340064,NC,Usually quiet at night,Same as the national average,Same as the national average
340064,NC,Quietness - linear mean score,Same as the national average,Same as the national average
340064,NC,Quietness - star rating,Same as the national average,Same as the national average
340064,NC,"Patients who gave a rating of ""6"" or lower (low)",Same as the national average,Same as the national average
340064,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Same as the national average,Same as the national average
340064,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Same as the national average,Same as the national average
340064,NC,Overall hospital rating - linear mean score,Same as the national average,Same as the national average
340064,NC,Overall hospital rating - star rating,Same as the national average,Same as the national average
340064,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Same as the national average,Same as the national average
340064,NC,"YES, patients would definitely recommend the hospital",Same as the national average,Same as the national average
340064,NC,"YES, patients would probably recommend the hospital",Same as the national average,Same as the national average
340064,NC,Recommend hospital - linear mean score,Same as the national average,Same as the national average
340064,NC,Recommend hospital - star rating,Same as the national average,Same as the national average
340064,NC,Summary star rating,Same as the national average,Same as the national average
340068,NC,"Nurses ""always"" communicated well",Same as the national average,Same as the national average
340068,NC,"Nurses ""sometimes"" or ""never"" communicated well",Same as the national average,Same as the national average
340068,NC,"Nurses ""usually"" communicated well",Same as the national average,Same as the national average
340068,NC,Nurse communication - linear mean score,Same as the national average,Same as the national average
340068,NC,Nurse communication - star rating,Same as the national average,Same as the national average
340068,NC,"Nurses ""always"" treated them with courtesy and  respect",Same as the national average,Same as the national average
340068,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Same as the national average,Same as the national average
340068,NC,"Nurses ""usually""  treated them with courtesy and  respect",Same as the national average,Same as the national average
340068,NC,"Nurses ""always"" listened carefully",Same as the national average,Same as the national average
340068,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Same as the national average,Same as the national average
340068,NC,"Nurses ""usually"" listened carefully",Same as the national average,Same as the national average
340068,NC,"Nurses ""always"" explained things so they could understand",Same as the national average,Same as the national average
340068,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Same as the national average,Same as the national average
340068,NC,"Nurses ""usually"" explained things so they could understand",Same as the national average,Same as the national average
340068,NC,"Doctors ""always"" communicated well",Same as the national average,Same as the national average
340068,NC,"Doctors ""sometimes"" or ""never"" communicated well",Same as the national average,Same as the national average
340068,NC,"Doctors ""usually"" communicated well",Same as the national average,Same as the national average
340068,NC,Doctor communication - linear mean score,Same as the national average,Same as the national average
340068,NC,Doctor communication - star rating,Same as the national average,Same as the national average
340068,NC,"Doctors ""always"" treated them with courtesy and  respect",Same as the national average,Same as the national average
340068,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Same as the national average,Same as the national average
340068,NC,"Doctors ""usually""  treated them with courtesy and  respect",Same as the national average,Same as the national average
340068,NC,"Doctors ""always"" listened carefully",Same as the national average,Same as the national average
340068,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Same as the national average,Same as the national average
340068,NC,"Doctors ""usually"" listened carefully",Same as the national average,Same as the national average
340068,NC,"Doctors ""always"" explained things so they could understand",Same as the national average,Same as the national average
340068,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Same as the national average,Same as the national average
340068,NC,"Doctors ""usually"" explained things so they could understand",Same as the national average,Same as the national average
340068,NC,"Patients ""always"" received help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,"Patients ""usually"" received help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,Staff responsiveness - linear mean score,Same as the national average,Same as the national average
340068,NC,Staff responsiveness - star rating,Same as the national average,Same as the national average
340068,NC,"Patients ""always"" received call button help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,"Patients ""usually"" received call button help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,"Patients ""always"" received bathroom help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Same as the national average,Same as the national average
340068,NC,"Staff ""always"" explained",Same as the national average,Same as the national average
340068,NC,"Staff ""sometimes"" or ""never"" explained",Same as the national average,Same as the national average
340068,NC,"Staff ""usually"" explained",Same as the national average,Same as the national average
340068,NC,Communication about medicines - linear mean score,Same as the national average,Same as the national average
340068,NC,Communication about medicines - star rating,Same as the national average,Same as the national average
340068,NC,"Staff ""always"" explained new medications",Same as the national average,Same as the national average
340068,NC,"Staff ""sometimes"" or ""never"" explained new medications",Same as the national average,Same as the national average
340068,NC,"Staff ""usually"" explained new medications",Same as the national average,Same as the national average
340068,NC,"Staff ""always"" explained possible side effects",Same as the national average,Same as the national average
340068,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Same as the national average,Same as the national average
340068,NC,"Staff ""usually"" explained possible side effects",Same as the national average,Same as the national average
340068,NC,"No, staff ""did not"" give patients this information",Same as the national average,Same as the national average
340068,NC,"Yes, staff ""did"" give patients this information",Same as the national average,Same as the national average
340068,NC,Discharge information - linear mean score,Same as the national average,Same as the national average
340068,NC,Discharge information - star rating,Same as the national average,Same as the national average
340068,NC,"No, staff ""did not"" give patients information about help after discharge",Same as the national average,Same as the national average
340068,NC,"Yes, staff ""did"" give patients information about help after discharge",Same as the national average,Same as the national average
340068,NC,"No, staff ""did not"" give patients information about possible symptoms",Same as the national average,Same as the national average
340068,NC,"Yes, staff ""did"" give patients information about possible symptoms",Same as the national average,Same as the national average
340068,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Same as the national average,Same as the national average
340068,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Same as the national average,Same as the national average
340068,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Same as the national average,Same as the national average
340068,NC,Care transition - linear mean score,Same as the national average,Same as the national average
340068,NC,Care transition - star rating,Same as the national average,Same as the national average
340068,NC,"Patients who ""Agree"" that staff took their preferences into account",Same as the national average,Same as the national average
340068,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Same as the national average,Same as the national average
340068,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Same as the national average,Same as the national average
340068,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Same as the national average,Same as the national average
340068,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Same as the national average,Same as the national average
340068,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Same as the national average,Same as the national average
340068,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Same as the national average,Same as the national average
340068,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Same as the national average,Same as the national average
340068,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Same as the national average,Same as the national average
340068,NC,"Room was ""always"" clean",Same as the national average,Same as the national average
340068,NC,"Room was ""sometimes"" or ""never"" clean",Same as the national average,Same as the national average
340068,NC,"Room was ""usually"" clean",Same as the national average,Same as the national average
340068,NC,Cleanliness - linear mean score,Same as the national average,Same as the national average
340068,NC,Cleanliness - star rating,Same as the national average,Same as the national average
340068,NC,Always quiet at night,Same as the national average,Same as the national average
340068,NC,"Sometimes or ""never"" quiet at night",Same as the national average,Same as the national average
340068,NC,Usually quiet at night,Same as the national average,Same as the national average
340068,NC,Quietness - linear mean score,Same as the national average,Same as the national average
340068,NC,Quietness - star rating,Same as the national average,Same as the national average
340068,NC,"Patients who gave a rating of ""6"" or lower (low)",Same as the national average,Same as the national average
340068,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Same as the national average,Same as the national average
340068,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Same as the national average,Same as the national average
340068,NC,Overall hospital rating - linear mean score,Same as the national average,Same as the national average
340068,NC,Overall hospital rating - star rating,Same as the national average,Same as the national average
340068,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Same as the national average,Same as the national average
340068,NC,"YES, patients would definitely recommend the hospital",Same as the national average,Same as the national average
340068,NC,"YES, patients would probably recommend the hospital",Same as the national average,Same as the national average
340068,NC,Recommend hospital - linear mean score,Same as the national average,Same as the national average
340068,NC,Recommend hospital - star rating,Same as the national average,Same as the national average
340068,NC,Summary star rating,Same as the national average,Same as the national average
340069,NC,"Nurses ""always"" communicated well",Above the national average,Same as the national average
340069,NC,"Nurses ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340069,NC,"Nurses ""usually"" communicated well",Above the national average,Same as the national average
340069,NC,Nurse communication - linear mean score,Above the national average,Same as the national average
340069,NC,Nurse communication - star rating,Above the national average,Same as the national average
340069,NC,"Nurses ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340069,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340069,NC,"Nurses ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340069,NC,"Nurses ""always"" listened carefully",Above the national average,Same as the national average
340069,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340069,NC,"Nurses ""usually"" listened carefully",Above the national average,Same as the national average
340069,NC,"Nurses ""always"" explained things so they could understand",Above the national average,Same as the national average
340069,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340069,NC,"Nurses ""usually"" explained things so they could understand",Above the national average,Same as the national average
340069,NC,"Doctors ""always"" communicated well",Above the national average,Same as the national average
340069,NC,"Doctors ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340069,NC,"Doctors ""usually"" communicated well",Above the national average,Same as the national average
340069,NC,Doctor communication - linear mean score,Above the national average,Same as the national average
340069,NC,Doctor communication - star rating,Above the national average,Same as the national average
340069,NC,"Doctors ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340069,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340069,NC,"Doctors ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340069,NC,"Doctors ""always"" listened carefully",Above the national average,Same as the national average
340069,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340069,NC,"Doctors ""usually"" listened carefully",Above the national average,Same as the national average
340069,NC,"Doctors ""always"" explained things so they could understand",Above the national average,Same as the national average
340069,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340069,NC,"Doctors ""usually"" explained things so they could understand",Above the national average,Same as the national average
340069,NC,"Patients ""always"" received help as soon as they wanted",Above the national average,Same as the national average
340069,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Above the national average,Same as the national average
340069,NC,"Patients ""usually"" received help as soon as they wanted",Above the national average,Same as the national average
340069,NC,Staff responsiveness - linear mean score,Above the national average,Same as the national average
340069,NC,Staff responsiveness - star rating,Above the national average,Same as the national average
340069,NC,"Patients ""always"" received call button help as soon as they wanted",Above the national average,Same as the national average
340069,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Above the national average,Same as the national average
340069,NC,"Patients ""usually"" received call button help as soon as they wanted",Above the national average,Same as the national average
340069,NC,"Patients ""always"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340069,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340069,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340069,NC,"Staff ""always"" explained",Above the national average,Same as the national average
340069,NC,"Staff ""sometimes"" or ""never"" explained",Above the national average,Same as the national average
340069,NC,"Staff ""usually"" explained",Above the national average,Same as the national average
340069,NC,Communication about medicines - linear mean score,Above the national average,Same as the national average
340069,NC,Communication about medicines - star rating,Above the national average,Same as the national average
340069,NC,"Staff ""always"" explained new medications",Above the national average,Same as the national average
340069,NC,"Staff ""sometimes"" or ""never"" explained new medications",Above the national average,Same as the national average
340069,NC,"Staff ""usually"" explained new medications",Above the national average,Same as the national average
340069,NC,"Staff ""always"" explained possible side effects",Above the national average,Same as the national average
340069,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Above the national average,Same as the national average
340069,NC,"Staff ""usually"" explained possible side effects",Above the national average,Same as the national average
340069,NC,"No, staff ""did not"" give patients this information",Above the national average,Same as the national average
340069,NC,"Yes, staff ""did"" give patients this information",Above the national average,Same as the national average
340069,NC,Discharge information - linear mean score,Above the national average,Same as the national average
340069,NC,Discharge information - star rating,Above the national average,Same as the national average
340069,NC,"No, staff ""did not"" give patients information about help after discharge",Above the national average,Same as the national average
340069,NC,"Yes, staff ""did"" give patients information about help after discharge",Above the national average,Same as the national average
340069,NC,"No, staff ""did not"" give patients information about possible symptoms",Above the national average,Same as the national average
340069,NC,"Yes, staff ""did"" give patients information about possible symptoms",Above the national average,Same as the national average
340069,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340069,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340069,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340069,NC,Care transition - linear mean score,Above the national average,Same as the national average
340069,NC,Care transition - star rating,Above the national average,Same as the national average
340069,NC,"Patients who ""Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340069,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Above the national average,Same as the national average
340069,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340069,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340069,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340069,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340069,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340069,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340069,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340069,NC,"Room was ""always"" clean",Above the national average,Same as the national average
340069,NC,"Room was ""sometimes"" or ""never"" clean",Above the national average,Same as the national average
340069,NC,"Room was ""usually"" clean",Above the national average,Same as the national average
340069,NC,Cleanliness - linear mean score,Above the national average,Same as the national average
340069,NC,Cleanliness - star rating,Above the national average,Same as the national average
340069,NC,Always quiet at night,Above the national average,Same as the national average
340069,NC,"Sometimes or ""never"" quiet at night",Above the national average,Same as the national average
340069,NC,Usually quiet at night,Above the national average,Same as the national average
340069,NC,Quietness - linear mean score,Above the national average,Same as the national average
340069,NC,Quietness - star rating,Above the national average,Same as the national average
340069,NC,"Patients who gave a rating of ""6"" or lower (low)",Above the national average,Same as the national average
340069,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Above the national average,Same as the national average
340069,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Above the national average,Same as the national average
340069,NC,Overall hospital rating - linear mean score,Above the national average,Same as the national average
340069,NC,Overall hospital rating - star rating,Above the national average,Same as the national average
340069,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Above the national average,Same as the national average
340069,NC,"YES, patients would definitely recommend the hospital",Above the national average,Same as the national average
340069,NC,"YES, patients would probably recommend the hospital",Above the national average,Same as the national average
340069,NC,Recommend hospital - linear mean score,Above the national average,Same as the national average
340069,NC,Recommend hospital - star rating,Above the national average,Same as the national average
340069,NC,Summary star rating,Above the national average,Same as the national average
340070,NC,"Nurses ""always"" communicated well",Above the national average,Same as the national average
340070,NC,"Nurses ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340070,NC,"Nurses ""usually"" communicated well",Above the national average,Same as the national average
340070,NC,Nurse communication - linear mean score,Above the national average,Same as the national average
340070,NC,Nurse communication - star rating,Above the national average,Same as the national average
340070,NC,"Nurses ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340070,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340070,NC,"Nurses ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340070,NC,"Nurses ""always"" listened carefully",Above the national average,Same as the national average
340070,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340070,NC,"Nurses ""usually"" listened carefully",Above the national average,Same as the national average
340070,NC,"Nurses ""always"" explained things so they could understand",Above the national average,Same as the national average
340070,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340070,NC,"Nurses ""usually"" explained things so they could understand",Above the national average,Same as the national average
340070,NC,"Doctors ""always"" communicated well",Above the national average,Same as the national average
340070,NC,"Doctors ""sometimes"" or ""never"" communicated well",Above the national average,Same as the national average
340070,NC,"Doctors ""usually"" communicated well",Above the national average,Same as the national average
340070,NC,Doctor communication - linear mean score,Above the national average,Same as the national average
340070,NC,Doctor communication - star rating,Above the national average,Same as the national average
340070,NC,"Doctors ""always"" treated them with courtesy and  respect",Above the national average,Same as the national average
340070,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Same as the national average
340070,NC,"Doctors ""usually""  treated them with courtesy and  respect",Above the national average,Same as the national average
340070,NC,"Doctors ""always"" listened carefully",Above the national average,Same as the national average
340070,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Above the national average,Same as the national average
340070,NC,"Doctors ""usually"" listened carefully",Above the national average,Same as the national average
340070,NC,"Doctors ""always"" explained things so they could understand",Above the national average,Same as the national average
340070,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Same as the national average
340070,NC,"Doctors ""usually"" explained things so they could understand",Above the national average,Same as the national average
340070,NC,"Patients ""always"" received help as soon as they wanted",Above the national average,Same as the national average
340070,NC,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",Above the national average,Same as the national average
340070,NC,"Patients ""usually"" received help as soon as they wanted",Above the national average,Same as the national average
340070,NC,Staff responsiveness - linear mean score,Above the national average,Same as the national average
340070,NC,Staff responsiveness - star rating,Above the national average,Same as the national average
340070,NC,"Patients ""always"" received call button help as soon as they wanted",Above the national average,Same as the national average
340070,NC,"Patients ""sometimes"" or ""never"" received call button help as soon as they wanted",Above the national average,Same as the national average
340070,NC,"Patients ""usually"" received call button help as soon as they wanted",Above the national average,Same as the national average
340070,NC,"Patients ""always"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340070,NC,"Patients ""sometimes"" or ""never"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340070,NC,"Patients ""usually"" received bathroom help as soon as they wanted",Above the national average,Same as the national average
340070,NC,"Staff ""always"" explained",Above the national average,Same as the national average
340070,NC,"Staff ""sometimes"" or ""never"" explained",Above the national average,Same as the national average
340070,NC,"Staff ""usually"" explained",Above the national average,Same as the national average
340070,NC,Communication about medicines - linear mean score,Above the national average,Same as the national average
340070,NC,Communication about medicines - star rating,Above the national average,Same as the national average
340070,NC,"Staff ""always"" explained new medications",Above the national average,Same as the national average
340070,NC,"Staff ""sometimes"" or ""never"" explained new medications",Above the national average,Same as the national average
340070,NC,"Staff ""usually"" explained new medications",Above the national average,Same as the national average
340070,NC,"Staff ""always"" explained possible side effects",Above the national average,Same as the national average
340070,NC,"Staff ""sometimes"" or ""never"" explained possible side effects",Above the national average,Same as the national average
340070,NC,"Staff ""usually"" explained possible side effects",Above the national average,Same as the national average
340070,NC,"No, staff ""did not"" give patients this information",Above the national average,Same as the national average
340070,NC,"Yes, staff ""did"" give patients this information",Above the national average,Same as the national average
340070,NC,Discharge information - linear mean score,Above the national average,Same as the national average
340070,NC,Discharge information - star rating,Above the national average,Same as the national average
340070,NC,"No, staff ""did not"" give patients information about help after discharge",Above the national average,Same as the national average
340070,NC,"Yes, staff ""did"" give patients information about help after discharge",Above the national average,Same as the national average
340070,NC,"No, staff ""did not"" give patients information about possible symptoms",Above the national average,Same as the national average
340070,NC,"Yes, staff ""did"" give patients information about possible symptoms",Above the national average,Same as the national average
340070,NC,"Patients who ""Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340070,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340070,NC,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",Above the national average,Same as the national average
340070,NC,Care transition - linear mean score,Above the national average,Same as the national average
340070,NC,Care transition - star rating,Above the national average,Same as the national average
340070,NC,"Patients who ""Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340070,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" that staff took their preferences into account",Above the national average,Same as the national average
340070,NC,"Patients who ""Strongly Agree"" that staff took their preferences into account",Above the national average,Same as the national average
340070,NC,"Patients who ""Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340070,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340070,NC,"Patients who ""Strongly Agree"" they understood their responsiblities when they left the hospital",Above the national average,Same as the national average
340070,NC,"Patients who ""Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340070,NC,"Patients who ""Disagree"" or ""Strongly Disagree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340070,NC,"Patients who ""Strongly Agree"" they understood their medications when they left the hospital",Above the national average,Same as the national average
340070,NC,"Room was ""always"" clean",Above the national average,Same as the national average
340070,NC,"Room was ""sometimes"" or ""never"" clean",Above the national average,Same as the national average
340070,NC,"Room was ""usually"" clean",Above the national average,Same as the national average
340070,NC,Cleanliness - linear mean score,Above the national average,Same as the national average
340070,NC,Cleanliness - star rating,Above the national average,Same as the national average
340070,NC,Always quiet at night,Above the national average,Same as the national average
340070,NC,"Sometimes or ""never"" quiet at night",Above the national average,Same as the national average
340070,NC,Usually quiet at night,Above the national average,Same as the national average
340070,NC,Quietness - linear mean score,Above the national average,Same as the national average
340070,NC,Quietness - star rating,Above the national average,Same as the national average
340070,NC,"Patients who gave a rating of ""6"" or lower (low)",Above the national average,Same as the national average
340070,NC,"Patients who gave a rating of ""7"" or ""8"" (medium)",Above the national average,Same as the national average
340070,NC,"Patients who gave a rating of ""9"" or ""10"" (high)",Above the national average,Same as the national average
340070,NC,Overall hospital rating - linear mean score,Above the national average,Same as the national average
340070,NC,Overall hospital rating - star rating,Above the national average,Same as the national average
340070,NC,"NO, patients would not recommend the hospital (they probably would not or definitely would not recommend it)",Above the national average,Same as the national average
340070,NC,"YES, patients would definitely recommend the hospital",Above the national average,Same as the national average
340070,NC,"YES, patients would probably recommend the hospital",Above the national average,Same as the national average
340070,NC,Recommend hospital - linear mean score,Above the national average,Same as the national average
340070,NC,Recommend hospital - star rating,Above the national average,Same as the national average
340070,NC,Summary star rating,Above the national average,Same as the national average
340071,NC,"Nurses ""always"" communicated well",Above the national average,Above the national average
340071,NC,"Nurses ""sometimes"" or ""never"" communicated well",Above the national average,Above the national average
340071,NC,"Nurses ""usually"" communicated well",Above the national average,Above the national average
340071,NC,Nurse communication - linear mean score,Above the national average,Above the national average
340071,NC,Nurse communication - star rating,Above the national average,Above the national average
340071,NC,"Nurses ""always"" treated them with courtesy and  respect",Above the national average,Above the national average
340071,NC,"Nurses ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Above the national average
340071,NC,"Nurses ""usually""  treated them with courtesy and  respect",Above the national average,Above the national average
340071,NC,"Nurses ""always"" listened carefully",Above the national average,Above the national average
340071,NC,"Nurses ""sometimes"" or ""never"" listened carefully",Above the national average,Above the national average
340071,NC,"Nurses ""usually"" listened carefully",Above the national average,Above the national average
340071,NC,"Nurses ""always"" explained things so they could understand",Above the national average,Above the national average
340071,NC,"Nurses ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Above the national average
340071,NC,"Nurses ""usually"" explained things so they could understand",Above the national average,Above the national average
340071,NC,"Doctors ""always"" communicated well",Above the national average,Above the national average
340071,NC,"Doctors ""sometimes"" or ""never"" communicated well",Above the national average,Above the national average
340071,NC,"Doctors ""usually"" communicated well",Above the national average,Above the national average
340071,NC,Doctor communication - linear mean score,Above the national average,Above the national average
340071,NC,Doctor communication - star rating,Above the national average,Above the national average
340071,NC,"Doctors ""always"" treated them with courtesy and  respect",Above the national average,Above the national average
340071,NC,"Doctors ""sometimes"" or ""never"" treated them with courtesy and  respect",Above the national average,Above the national average
340071,NC,"Doctors ""usually""  treated them with courtesy and  respect",Above the national average,Above the national average
340071,NC,"Doctors ""always"" listened carefully",Above the national average,Above the national average
340071,NC,"Doctors ""sometimes"" or ""never"" listened carefully",Above the national average,Above the national average
340071,NC,"Doctors ""usually"" listened carefully",Above the national average,Above the national average
340071,NC,"Doctors ""always"" explained things so they could understand",Above the national average,Above the national average
340071,NC,"Doctors ""sometimes"" or ""never"" explained things so they could understand",Above the national average,Above the national average
340071,NC,"Doctors ""usually"" explained things so they could understand",Above the national average,Above the national average
340071,NC,"Patients ""always"" received help as soon as they wanted",Above the national average,Above the national average
